,id,branch,found,course,daynight,major,school,school_area,sex,age,hire_state,b022,b023,b036,b038,b039,b040,f009,i001,i033,i037,i042,i046,i066,i076,l001,l009,l016,m002,k110,k004,k007,k009,k011,q001,q002,q003,q004,q006,p001,p026,p029,p036,p045
9575,405848.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.25,1,0.0,0.0,0,0,0,0,1.0,0,865,0.0,0.0,0,0,0,1.0,1,60,2,0,1,0,0,1,4.0,0.0,6.0,0,3.0,1.0,6.0,3.0,1.0,0
9577,405858.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.75,1,0.0,0.0,0,0,0,0,1.0,1,925,0.0,0.0,0,0,0,1.0,1,580,0,0,0,0,0,0,4.0,3.0,7.0,0,2.0,1.0,5.0,5.0,5.0,0
9580,405873.0,1.0,3.0,3.0,0,1.0,2.0,0,0,30.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,4,0,0,0,0,0,0,4.0,7.0,5.0,1,1.0,1.0,4.0,3.0,3.0,1
9583,405882.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.833333333333332,0,0.0,0.0,0,0,0,0,1.0,0,930,130.0,0.0,0,0,0,1.0,1,100,1,0,0,0,0,1,5.0,4.0,6.0,0,3.0,1.0,3.0,3.0,4.0,0
9586,405898.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.75,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,0,120,0,0,0,0,0,0,5.0,7.0,8.0,0,3.0,1.0,5.0,5.0,6.0,0
9590,405918.0,1.0,3.0,3.0,0,1.0,2.0,1,1,25.166666666666668,1,0.0,0.0,0,0,0,0,3.0,0,955,0.0,0.0,0,0,0,1.0,1,40,1,1,1,0,0,1,4.0,0.0,7.0,0,4.0,1.0,5.0,4.0,4.0,0
9594,405926.0,1.0,3.0,3.0,0,1.0,2.0,0,0,31.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,360,0,0,0,0,0,0,3.0,1.0,5.0,1,4.0,1.0,5.0,5.0,6.0,1
9599,405946.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.25,0,5.0,0.0,1,1,1,1,1.0,1,960,170.0,0.0,0,0,0,1.0,1,120,1,1,1,0,0,1,4.0,12.0,7.0,0,3.0,1.0,5.0,3.0,3.0,1
9603,405956.0,1.0,1.0,3.0,0,1.0,2.0,0,1,26.0,0,0.0,0.0,0,0,0,0,1.0,1,870,0.0,0.0,0,0,0,1.0,1,15,0,0,0,0,0,1,2.0,1.0,8.0,0,2.0,1.0,3.0,3.0,3.0,0
9605,405963.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.0,1,0.0,0.0,0,0,0,0,3.0,0,885,0.0,0.0,0,0,0,1.0,1,30,2,0,0,0,0,1,5.0,14.0,9.0,0,1.0,1.0,4.0,3.0,6.0,0
9608,405972.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.083333333333332,0,100.0,10.0,1,1,1,1,1.0,1,800,150.0,0.0,0,0,0,1.0,1,200,1,0,0,0,0,0,5.0,0.0,9.0,0,3.0,1.0,6.0,5.0,6.0,0
9611,405990.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.416666666666668,1,0.0,0.0,0,0,0,0,1.0,1,855,0.0,0.0,0,0,0,1.0,1,60,0,1,0,0,0,1,4.0,6.0,6.0,0,4.0,1.0,5.0,3.0,5.0,1
9613,405995.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.5,0,0.0,0.0,0,0,0,0,1.0,0,0,130.0,0.0,0,0,0,1.0,1,40,0,0,0,0,0,0,2.0,0.0,8.0,0,1.0,1.0,1.0,2.0,2.0,0
9618,406022.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,0,0,0,0,0,1,3.0,1.0,7.0,1,3.0,1.0,1.0,3.0,5.0,1
9624,406058.0,1.0,3.0,3.0,0,1.0,2.0,1,1,33.5,0,3.0,0.0,0,1,0,1,1.0,1,0,0.0,0.0,0,0,0,1.0,0,63,1,0,0,1,1,1,3.0,0.0,6.0,0,2.0,1.0,5.0,5.0,3.0,0
9631,406086.0,1.0,3.0,3.0,0,1.0,2.0,0,0,25.333333333333332,0,0.0,0.0,0,0,0,0,1.0,1,545,0.0,0.0,0,0,0,1.0,0,7,1,0,0,0,1,1,3.0,2.0,6.0,0,1.0,1.0,1.0,3.0,1.0,0
9641,406129.0,1.0,1.0,3.0,0,1.0,2.0,1,1,26.333333333333332,0,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,120,0,0,1,1,1,0,3.0,2.0,8.0,0,4.0,1.0,5.0,6.0,5.0,0
9643,406136.0,1.0,3.0,3.0,0,1.0,2.0,1,1,29.166666666666668,0,0.0,0.0,0,0,0,0,1.0,0,720,140.0,0.0,0,0,0,1.0,1,24,1,0,0,0,1,1,4.0,6.0,6.0,0,2.0,1.0,6.0,5.0,5.0,0
9644,406138.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,950,1,0,0,1,1,0,3.0,3.0,5.0,0,2.0,1.0,6.0,3.0,4.0,0
9647,406147.0,1.0,3.0,3.0,0,1.0,2.0,0,0,29.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,1,1,1,4.0,4.0,6.0,0,5.0,1.0,5.0,5.0,4.0,1
9655,406165.0,1.0,3.0,3.0,0,1.0,2.0,0,1,28.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,900,130.0,0.0,0,0,0,1.0,1,30,1,1,1,1,1,1,4.0,2.0,6.0,0,3.0,1.0,4.0,3.0,2.0,0
9659,406194.0,1.0,3.0,3.0,0,1.0,2.0,0,1,42.166666666666664,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,4,1,0,0,1,0,1,3.0,3.0,8.0,0,1.0,2.0,3.0,2.0,2.0,0
9664,406216.0,1.0,1.0,3.0,0,1.0,2.0,1,1,29.666666666666668,0,14.0,2.0,0,0,0,1,3.0,0,905,0.0,0.0,0,0,0,1.0,1,20,1,0,0,0,0,0,3.0,7.0,7.0,0,1.0,1.0,6.0,5.0,1.0,0
9665,406218.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.75,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,50,0,0,1,0,0,1,5.0,12.0,7.0,0,3.0,1.0,5.0,3.0,2.0,1
9671,406231.0,1.0,3.0,3.0,0,1.0,2.0,1,0,27.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,910,0.0,0.0,0,0,0,1.0,1,24,0,0,0,0,0,0,5.0,3.0,7.0,0,3.0,1.0,5.0,3.0,2.0,1
9672,406239.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.25,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,3,1,0,0,0,0,0,2.0,2.0,5.0,0,4.0,1.0,2.0,3.0,2.0,0
9674,406246.0,1.0,3.0,3.0,0,1.0,2.0,1,1,23.583333333333332,1,0.0,0.0,0,0,0,0,3.0,0,960,0.0,0.0,840,0,0,1.0,1,50,2,0,0,0,1,1,4.0,2.0,7.0,0,3.0,1.0,6.0,6.0,6.0,0
9684,406260.0,1.0,3.0,3.0,0,1.0,2.0,0,1,23.75,0,0.0,0.0,0,0,0,0,1.0,0,820,0.0,0.0,0,0,0,1.0,0,80,1,0,0,0,0,1,2.0,0.0,6.0,0,4.0,1.0,3.0,3.0,3.0,0
9689,406272.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,10,0,0,0,0,0,0,5.0,1.0,7.0,0,1.0,1.0,6.0,5.0,1.0,1
9691,406276.0,3.0,3.0,3.0,0,1.0,2.0,0,1,24.666666666666668,0,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,120,4,0,0,0,0,0,2.0,0.0,8.0,0,4.0,1.0,5.0,3.0,3.0,0
9692,406283.0,1.0,1.0,3.0,0,1.0,2.0,0,1,25.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,60,2,0,0,0,0,0,5.0,4.0,6.0,0,4.0,1.0,2.0,4.0,4.0,0
9700,406315.0,1.0,1.0,3.0,0,1.0,2.0,0,0,26.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,840,0.0,0.0,0,0,0,1.0,1,32,1,0,0,0,0,0,5.0,4.0,6.0,0,4.0,1.0,3.0,1.0,4.0,1
9705,406320.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.25,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,250,0,0,0,0,0,0,3.0,0.0,4.0,0,1.0,1.0,5.0,5.0,4.0,0
9707,406323.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,882,3,0,0,0,0,1,3.0,1.0,5.0,0,3.0,1.0,2.0,3.0,1.0,1
9710,406336.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,120,3,0,0,0,1,1,4.0,1.0,7.0,0,2.0,1.0,3.0,3.0,2.0,0
9713,406354.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.5,1,0.0,0.0,0,0,0,0,1.0,0,870,0.0,0.0,0,0,0,1.0,1,16,1,0,1,0,1,1,3.0,1.0,6.0,0,3.0,1.0,6.0,6.0,4.0,0
9728,406404.0,1.0,3.0,3.0,0,1.0,2.0,0,0,30.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,80,1,1,1,0,0,1,2.0,1.0,7.0,1,4.0,1.0,3.0,1.0,4.0,1
9746,406475.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,900,170.0,0.0,0,0,0,1.0,1,320,0,0,1,1,1,1,4.0,1.0,7.0,0,4.0,1.0,6.0,5.0,3.0,0
9748,406478.0,1.0,3.0,3.0,0,1.0,2.0,1,0,29.083333333333332,0,5.0,0.0,0,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,0,50,1,0,0,0,0,1,3.0,1.0,8.0,0,2.0,1.0,5.0,5.0,4.0,1
9757,406515.0,1.0,3.0,3.0,0,1.0,2.0,0,1,23.666666666666668,0,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,20,0,0,0,0,0,0,5.0,5.0,7.0,0,4.0,1.0,2.0,3.0,4.0,0
9759,406532.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,480,0,1,0,0,0,0,3.0,1.0,6.0,0,1.0,1.0,3.0,3.0,1.0,1
9761,406546.0,1.0,3.0,3.0,0,1.0,2.0,0,0,25.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,1,3.0,1.0,8.0,1,1.0,1.0,5.0,3.0,3.0,1
9767,406566.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,160,0,0,1,1,1,1,4.0,6.0,7.0,1,4.0,1.0,5.0,4.0,5.0,1
9773,406587.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.0,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,200,5,0,0,0,0,1,4.0,1.0,6.0,0,3.0,1.0,5.0,3.0,3.0,0
9780,406625.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.333333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,182,1.0,1,350,2,0,0,0,0,1,4.0,1.0,7.0,0,2.0,1.0,3.0,3.0,1.0,0
9781,406629.0,1.0,1.0,3.0,0,1.0,2.0,0,1,24.583333333333332,0,1.0,1.0,1,1,0,0,1.0,1,925,0.0,0.0,0,0,0,1.0,1,16,0,0,0,0,0,1,5.0,5.0,7.0,0,1.0,1.0,3.0,3.0,5.0,0
9782,406632.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.416666666666668,0,0.0,0.0,0,0,0,0,1.0,1,870,0.0,0.0,0,0,0,1.0,1,140,2,1,0,0,0,1,3.0,1.0,8.0,0,2.0,1.0,5.0,4.0,2.0,0
9785,406645.0,1.0,1.0,3.0,0,1.0,2.0,0,0,24.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,576,1,0,0,0,0,0,5.0,12.0,6.0,1,4.0,1.0,5.0,5.0,3.0,1
9786,406646.0,1.0,1.0,3.0,0,1.0,2.0,0,0,26.166666666666668,1,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,20,0,0,0,0,0,0,4.0,0.0,7.0,0,4.0,1.0,3.0,3.0,3.0,1
9788,406660.0,1.0,3.0,3.0,0,1.0,2.0,1,0,32.333333333333336,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,0,0,0,0,0,0,4.0,0.0,6.0,0,4.0,2.0,3.0,3.0,3.0,1
9789,406664.0,1.0,3.0,3.0,0,1.0,2.0,1,0,30.583333333333332,0,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,1000,0,0,0,0,0,0,3.0,1.0,7.0,1,3.0,1.0,3.0,3.0,2.0,1
9792,406669.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,190.0,0.0,0,0,0,1.0,1,600,2,1,1,1,0,0,4.0,4.0,5.0,1,4.0,1.0,3.0,5.0,4.0,1
9794,406682.0,1.0,3.0,3.0,0,1.0,2.0,1,0,33.666666666666664,1,0.0,0.0,0,0,0,0,3.0,0,720,0.0,0.0,0,0,0,1.0,1,160,2,0,0,0,0,0,4.0,5.0,7.0,1,5.0,1.0,1.0,1.0,6.0,1
9799,406706.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,240,0,0,0,0,0,0,3.0,0.0,6.0,0,1.0,1.0,3.0,3.0,4.0,0
9806,406755.0,1.0,3.0,3.0,0,2.0,2.0,1,0,27.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,1,0,1,1,1,5.0,1.0,6.0,1,4.0,1.0,5.0,4.0,5.0,1
9809,406778.0,1.0,3.0,3.0,0,2.0,2.0,1,1,25.083333333333332,1,0.0,0.0,0,0,0,0,3.0,0,985,0.0,0.0,933,0,0,1.0,1,200,0,0,1,0,0,1,4.0,3.0,7.0,0,3.0,1.0,5.0,5.0,4.0,0
9810,406779.0,1.0,3.0,3.0,0,2.0,2.0,1,0,26.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,1040,2,0,1,0,0,1,2.0,0.0,6.0,1,5.0,1.0,5.0,2.0,2.0,1
9813,406795.0,1.0,3.0,3.0,0,2.0,2.0,1,0,26.0,1,0.0,0.0,0,0,0,0,1.0,0,880,0.0,0.0,0,0,0,1.0,1,160,0,1,1,0,1,1,3.0,3.0,7.0,0,3.0,1.0,4.0,3.0,6.0,1
9816,406805.0,3.0,3.0,3.0,0,2.0,2.0,1,0,28.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,910,0.0,0.0,0,0,0,1.0,1,160,0,0,1,1,1,1,4.0,1.0,6.0,1,4.0,1.0,3.0,3.0,5.0,1
9826,406847.0,1.0,3.0,3.0,0,2.0,2.0,1,1,27.416666666666668,1,0.0,0.0,0,0,0,0,1.0,1,985,0.0,0.0,0,0,0,1.0,1,20,2,0,1,0,1,1,2.0,3.0,6.0,0,3.0,1.0,5.0,5.0,6.0,0
9829,406855.0,1.0,3.0,3.0,0,2.0,2.0,1,0,28.916666666666668,1,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,10,2,0,1,0,0,0,4.0,5.0,7.0,1,4.0,1.0,6.0,3.0,5.0,1
9831,406863.0,1.0,3.0,3.0,0,2.0,2.0,1,1,26.0,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,90,2,0,1,0,1,0,4.0,1.0,6.0,0,3.0,1.0,5.0,5.0,5.0,0
9832,406870.0,1.0,3.0,3.0,0,2.0,2.0,1,0,28.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,980,0.0,0.0,0,0,0,1.0,1,40,0,0,0,0,0,0,5.0,1.0,5.0,0,3.0,1.0,3.0,1.0,2.0,1
9835,406876.0,1.0,3.0,3.0,0,2.0,2.0,1,0,28.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,10,0,0,1,0,0,1,4.0,0.0,7.0,1,4.0,1.0,4.0,3.0,3.0,1
9836,406877.0,1.0,3.0,3.0,0,2.0,2.0,1,0,29.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,975,0.0,0.0,0,0,0,1.0,1,18,0,0,1,0,0,0,4.0,7.0,7.0,0,3.0,1.0,5.0,5.0,4.0,1
9838,406894.0,1.0,3.0,3.0,0,2.0,2.0,1,0,23.75,1,0.0,0.0,0,0,0,0,1.0,0,875,0.0,0.0,0,0,0,1.0,1,360,2,0,0,0,0,0,2.0,1.0,5.0,0,5.0,1.0,6.0,6.0,6.0,1
9839,406899.0,1.0,1.0,3.0,0,2.0,2.0,0,0,29.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,2,0,0,0,0,0,0,4.0,14.0,5.0,0,4.0,1.0,3.0,3.0,4.0,1
9841,406907.0,1.0,3.0,3.0,0,2.0,2.0,0,0,29.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,120,3,1,0,1,0,1,4.0,1.0,7.0,0,3.0,1.0,3.0,3.0,4.0,1
9842,406917.0,2.0,3.0,3.0,0,2.0,2.0,0,0,29.416666666666668,1,0.0,0.0,0,0,0,0,1.0,1,850,150.0,0.0,0,0,0,1.0,1,100,3,1,0,0,1,0,3.0,0.0,6.0,0,3.0,1.0,5.0,5.0,4.0,1
9845,406945.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,905,0.0,0.0,0,0,0,1.0,1,100,0,0,0,0,0,0,4.0,5.0,8.0,0,2.0,1.0,3.0,3.0,6.0,0
9848,406954.0,1.0,3.0,3.0,0,2.0,2.0,0,1,26.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,890,0.0,0.0,0,0,0,1.0,1,12,0,1,1,1,1,0,4.0,2.0,6.0,0,4.0,1.0,1.0,2.0,2.0,0
9851,406970.0,1.0,3.0,3.0,0,2.0,2.0,0,0,27.0,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,260,1,0,0,0,0,0,1.0,1.0,4.0,1,6.0,1.0,3.0,3.0,2.0,1
9853,406976.0,3.0,3.0,3.0,0,2.0,2.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,705,0.0,0.0,0,0,0,1.0,1,880,1,0,0,0,0,0,4.0,2.0,7.0,0,3.0,1.0,5.0,3.0,3.0,0
9860,407029.0,1.0,3.0,3.0,0,2.0,2.0,0,1,27.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,24,0,0,0,0,1,0,4.0,5.0,6.0,0,4.0,1.0,3.0,3.0,3.0,0
9864,407043.0,1.0,1.0,3.0,0,2.0,2.0,0,0,27.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,2,0,0,0,0,1,4.0,10.0,6.0,0,3.0,1.0,5.0,5.0,2.0,1
9868,407059.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,520,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,3.0,2.0,7.0,0,2.0,1.0,6.0,6.0,4.0,0
9870,407070.0,1.0,3.0,3.0,0,2.0,2.0,0,0,27.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,4,10,0,0,1,0,1,4.0,1.0,7.0,0,2.0,1.0,3.0,3.0,1.0,1
9871,407073.0,1.0,3.0,3.0,0,2.0,2.0,0,0,26.666666666666668,0,10.0,4.0,0,1,0,1,2.0,0,0,0.0,0.0,0,0,0,1.0,1,90,2,0,0,0,0,1,2.0,0.0,8.0,0,3.0,1.0,3.0,3.0,6.0,1
9874,407103.0,1.0,1.0,3.0,0,2.0,2.0,0,0,25.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,820,0.0,0.0,0,0,0,1.0,1,60,3,0,0,0,0,0,5.0,6.0,8.0,0,4.0,1.0,5.0,5.0,2.0,1
9876,407134.0,1.0,1.0,3.0,0,2.0,2.0,0,0,26.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,120,0,0,0,0,0,0,4.0,0.0,7.0,0,3.0,1.0,3.0,3.0,3.0,1
9882,407186.0,2.0,3.0,3.0,0,2.0,2.0,0,0,26.083333333333332,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,0,20,3,0,0,1,1,0,5.0,18.0,4.0,1,1.0,1.0,3.0,3.0,6.0,1
9884,407192.0,1.0,3.0,3.0,0,2.0,2.0,0,0,28.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,80,2,0,0,0,0,0,5.0,3.0,7.0,1,3.0,1.0,3.0,3.0,3.0,1
9889,407214.0,1.0,3.0,3.0,0,2.0,2.0,0,0,28.833333333333332,1,0.0,0.0,0,0,0,0,1.0,1,955,0.0,0.0,0,0,0,1.0,1,30,2,1,1,1,1,0,4.0,3.0,7.0,0,4.0,1.0,3.0,3.0,4.0,1
9890,407216.0,1.0,3.0,3.0,0,2.0,2.0,0,0,29.5,1,0.0,0.0,0,0,0,0,1.0,1,785,0.0,0.0,0,0,0,1.0,1,20,2,0,0,0,0,1,5.0,3.0,6.0,0,3.0,1.0,4.0,3.0,4.0,1
9900,407260.0,1.0,3.0,3.0,0,2.0,2.0,0,1,23.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,905,150.0,0.0,0,0,240,1.0,1,120,0,0,0,1,1,1,5.0,2.0,7.0,0,2.0,1.0,3.0,3.0,4.0,0
9901,407263.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.166666666666668,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,800,3,0,0,1,0,1,5.0,5.0,5.0,0,1.0,2.0,2.0,3.0,4.0,0
9904,407306.0,1.0,3.0,3.0,0,2.0,2.0,0,1,23.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,80,2,0,0,0,0,1,3.0,1.0,6.0,0,3.0,1.0,5.0,3.0,3.0,0
9908,407341.0,1.0,1.0,3.0,0,2.0,2.0,1,0,28.416666666666668,0,1.0,0.0,0,0,1,0,1.0,0,870,0.0,0.0,0,0,0,1.0,0,100,0,0,0,0,0,0,3.0,3.0,7.0,0,1.0,1.0,5.0,4.0,2.0,1
9910,407346.0,1.0,2.0,3.0,0,2.0,2.0,1,0,28.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,4,1,1,0,1,0,4.0,0.0,7.0,0,4.0,1.0,3.0,2.0,3.0,1
9911,407347.0,1.0,2.0,3.0,0,2.0,2.0,1,1,27.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,2,0,0,1,0,1,2.0,0.0,7.0,0,3.0,1.0,5.0,3.0,4.0,0
9912,407348.0,1.0,3.0,3.0,0,2.0,2.0,1,0,28.666666666666668,0,6.0,0.0,0,0,0,0,1.0,0,780,0.0,0.0,0,0,0,1.0,1,40,0,0,0,0,0,0,3.0,5.0,6.0,0,2.0,1.0,3.0,3.0,2.0,1
9924,407413.0,1.0,3.0,3.0,0,2.0,2.0,1,0,25.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,935,0.0,0.0,0,0,0,1.0,1,160,0,1,1,0,1,1,3.0,2.0,6.0,1,4.0,1.0,6.0,5.0,4.0,1
9925,407414.0,1.0,3.0,3.0,0,2.0,2.0,1,0,30.083333333333332,1,0.0,0.0,0,0,0,0,3.0,0,910,0.0,0.0,0,0,0,1.0,1,12,0,0,0,0,0,0,4.0,6.0,6.0,0,5.0,1.0,3.0,3.0,5.0,1
9927,407418.0,1.0,3.0,3.0,0,2.0,2.0,1,0,27.583333333333332,0,99.0,20.0,1,1,1,1,2.0,0,830,0.0,0.0,0,0,0,1.0,1,120,3,1,1,0,0,1,4.0,5.0,7.0,1,3.0,1.0,3.0,1.0,5.0,1
9931,407445.0,1.0,3.0,3.0,0,2.0,2.0,0,0,26.25,1,0.0,0.0,0,0,0,0,1.0,0,820,0.0,0.0,0,0,0,1.0,1,16,1,1,0,0,0,1,4.0,3.0,5.0,1,4.0,1.0,5.0,3.0,2.0,1
9934,407462.0,3.0,3.0,3.0,0,2.0,2.0,0,0,29.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,920,0.0,0.0,0,0,0,1.0,1,120,4,1,0,1,0,1,4.0,6.0,7.0,0,1.0,1.0,5.0,5.0,4.0,1
9940,407489.0,1.0,3.0,3.0,0,2.0,2.0,0,1,27.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,0,36,0,0,0,0,0,0,5.0,1.0,6.0,0,2.0,1.0,5.0,5.0,3.0,0
9942,407492.0,2.0,3.0,3.0,0,2.0,2.0,0,0,27.583333333333332,0,10.0,0.0,0,1,1,0,1.0,0,750,0.0,0.0,0,0,0,1.0,1,200,1,1,0,0,0,1,3.0,0.0,6.0,0,1.0,1.0,3.0,3.0,3.0,0
9944,407502.0,2.0,3.0,3.0,0,2.0,2.0,0,0,32.75,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,120,1,0,0,0,0,0,4.0,0.0,7.0,0,4.0,1.0,4.0,3.0,4.0,1
9945,407505.0,1.0,3.0,3.0,0,2.0,2.0,0,0,29.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,400,1,0,0,0,0,0,4.0,4.0,6.0,0,4.0,1.0,2.0,2.0,4.0,1
9951,407532.0,1.0,1.0,3.0,0,2.0,2.0,0,0,26.0,1,0.0,0.0,0,0,0,0,2.0,0,900,0.0,0.0,0,0,0,1.0,1,160,2,0,0,0,0,1,5.0,5.0,7.0,0,3.0,1.0,5.0,3.0,5.0,1
