,id,branch,found,course,daynight,major,school,school_area,sex,age,hire_state,b022,b023,b036,b038,b039,b040,f009,i001,i033,i037,i042,i046,i066,i076,l001,l009,l016,m002,k110,k004,k007,k009,k011,q001,q002,q003,q004,q006,p001,p026,p029,p036,p045
9148,402669.0,1.0,3.0,5.0,0,4.0,1.0,1,0,25.416666666666668,0,20.0,10.0,0,0,0,1,6.0,0,0,0.0,0.0,0,0,0,1.0,1,8640,2,0,0,0,0,0,3.0,1.0,8.0,0,1.0,1.0,3.0,3.0,3.0,0
9151,402676.0,1.0,3.0,3.0,0,4.0,1.0,1,0,24.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,1,0,0,0,0,1,4.0,0.0,7.0,1,2.0,1.0,5.0,3.0,2.0,1
9153,402683.0,1.0,3.0,3.0,0,4.0,1.0,1,0,28.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,0,0,0,0,0,0,3.0,0.0,8.0,1,4.0,1.0,3.0,3.0,3.0,1
9154,402695.0,1.0,3.0,5.0,1,4.0,1.0,0,0,24.25,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,300,0,0,0,0,0,0,3.0,7.0,10.0,0,2.0,1.0,5.0,3.0,2.0,0
9156,402716.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,840,1,0,0,0,0,0,4.0,0.0,6.0,0,3.0,1.0,5.0,6.0,5.0,1
9157,402725.0,1.0,3.0,5.0,1,4.0,1.0,0,0,27.166666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,1000,1,0,0,0,0,1,2.0,0.0,9.0,0,1.0,1.0,3.0,3.0,3.0,1
9171,402872.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,460,0.0,0.0,0,0,0,1.0,0,70,0,0,0,1,0,0,4.0,4.0,5.0,0,3.0,1.0,3.0,3.0,4.0,1
9176,402895.0,1.0,3.0,2.0,1,4.0,1.0,0,0,25.083333333333332,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,4.0,9.0,8.0,1,5.0,1.0,3.0,3.0,5.0,1
9178,402907.0,1.0,2.0,3.0,0,4.0,1.0,0,0,25.166666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,120,0,0,0,0,0,0,5.0,10.0,8.0,0,3.0,1.0,5.0,5.0,6.0,1
9181,402914.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.166666666666668,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,120,1,0,0,0,0,0,4.0,0.0,8.0,0,4.0,1.0,4.0,3.0,4.0,1
9205,403101.0,1.0,1.0,5.0,0,5.0,1.0,0,1,29.666666666666668,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,40,4,0,0,0,0,0,5.0,14.0,6.0,0,3.0,1.0,2.0,2.0,2.0,0
9206,403104.0,1.0,3.0,3.0,0,5.0,1.0,0,1,24.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,5,0,0,0,0,0,0,3.0,1.0,5.0,0,4.0,1.0,3.0,3.0,5.0,0
9207,403108.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,32,3,0,0,0,0,1,5.0,3.0,5.0,0,3.0,1.0,5.0,3.0,3.0,1
9209,403124.0,1.0,3.0,3.0,1,5.0,1.0,0,0,23.75,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,18,2,0,0,0,0,0,4.0,2.0,7.0,0,4.0,1.0,5.0,2.0,4.0,1
9214,403156.0,1.0,3.0,3.0,0,5.0,1.0,1,1,22.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,8,3,1,1,0,0,1,2.0,3.0,8.0,0,3.0,1.0,5.0,3.0,2.0,0
9233,403341.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.666666666666668,0,6.0,3.0,1,0,1,1,6.0,0,0,0.0,0.0,0,0,0,1.0,1,30,0,0,0,0,0,0,4.0,1.0,8.0,0,4.0,1.0,5.0,4.0,2.0,1
9240,403386.0,1.0,3.0,3.0,0,6.0,1.0,1,1,22.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,16,1,0,0,0,0,1,5.0,2.0,8.0,0,3.0,1.0,5.0,4.0,1.0,0
9244,403430.0,1.0,3.0,3.0,0,6.0,1.0,0,0,25.666666666666668,1,0.0,0.0,0,0,0,0,2.0,1,900,130.0,0.0,0,0,0,1.0,1,8,3,1,1,0,0,1,2.0,1.0,6.0,0,5.0,1.0,6.0,4.0,2.0,1
9245,403432.0,1.0,3.0,5.0,1,6.0,1.0,0,1,26.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,100,1,1,1,1,0,1,4.0,0.0,7.0,0,3.0,1.0,5.0,3.0,3.0,0
9248,403452.0,1.0,3.0,6.0,1,6.0,1.0,0,1,41.333333333333336,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,5.0,7.0,0,2.0,2.0,3.0,2.0,2.0,0
9251,403472.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,850,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,1.0,7.0,0,3.0,1.0,5.0,5.0,5.0,0
9255,403495.0,1.0,3.0,3.0,0,6.0,1.0,0,0,26.416666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,4.0,1.0,7.0,1,4.0,1.0,4.0,3.0,3.0,1
9257,403548.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.083333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,2.0,7.0,0,1.0,1.0,5.0,3.0,3.0,0
9259,403560.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,5.0,0.0,9.0,0,3.0,1.0,4.0,3.0,3.0,0
9260,403561.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,30,2,0,0,0,0,0,5.0,4.0,5.0,0,4.0,1.0,2.0,3.0,4.0,0
9261,403567.0,1.0,3.0,3.0,0,6.0,1.0,0,0,28.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,10,2,0,0,0,0,0,3.0,1.0,6.0,0,4.0,1.0,6.0,5.0,6.0,1
9269,403656.0,1.0,3.0,5.0,1,6.0,1.0,0,0,29.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,80,2,0,0,0,0,0,3.0,2.0,7.0,0,3.0,2.0,2.0,1.0,2.0,1
9278,403749.0,1.0,3.0,6.0,1,6.0,1.0,0,1,26.75,1,0.0,0.0,0,0,0,0,2.0,0,560,0.0,0.0,0,0,0,1.0,1,8,1,1,0,0,0,0,4.0,1.0,9.0,0,4.0,1.0,3.0,2.0,2.0,0
9302,403946.0,1.0,3.0,5.0,1,6.0,1.0,0,0,26.5,1,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,2.0,1.0,5.0,1,2.0,1.0,4.0,5.0,3.0,1
9307,403978.0,1.0,1.0,5.0,1,6.0,1.0,0,0,29.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,0,0,0,0,4.0,1.0,6.0,1,4.0,1.0,1.0,3.0,2.0,1
9315,404042.0,1.0,3.0,3.0,0,6.0,1.0,0,0,33.5,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,48,1,0,1,0,0,1,4.0,14.0,6.0,0,1.0,1.0,3.0,3.0,2.0,1
9316,404046.0,1.0,3.0,3.0,0,6.0,1.0,1,1,23.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,300,1.0,1,2,2,0,0,0,0,0,2.0,0.0,8.0,0,3.0,1.0,3.0,3.0,3.0,0
9318,404063.0,1.0,3.0,5.0,1,6.0,1.0,0,0,27.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,16,0,0,0,0,0,0,4.0,2.0,6.0,0,2.0,1.0,5.0,3.0,4.0,1
9328,404147.0,1.0,3.0,3.0,0,7.0,1.0,1,0,27.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,900,0,0,0,1,0,1,3.0,10.0,5.0,0,3.0,1.0,3.0,3.0,2.0,1
9329,404150.0,1.0,3.0,3.0,0,7.0,1.0,1,1,21.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,550,0.0,0.0,0,0,0,1.0,1,30,3,0,0,1,0,1,4.0,1.0,6.0,0,3.0,1.0,5.0,4.0,3.0,0
9334,404183.0,1.0,3.0,3.0,0,7.0,1.0,0,1,23.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,1,0,1,5.0,5.0,5.0,0,2.0,1.0,5.0,3.0,1.0,0
9335,404209.0,1.0,3.0,3.0,0,7.0,1.0,0,1,24.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,220,0,1,0,1,0,1,3.0,4.0,6.0,0,2.0,1.0,5.0,3.0,2.0,0
9336,404210.0,1.0,3.0,3.0,0,7.0,1.0,0,0,24.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,320,0,0,0,1,0,0,4.0,7.0,7.0,1,4.0,1.0,1.0,4.0,2.0,1
9339,404233.0,1.0,3.0,3.0,0,7.0,1.0,0,1,23.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,0,0,0,1,0,1,3.0,5.0,6.0,0,3.0,1.0,3.0,3.0,2.0,0
9341,404238.0,1.0,3.0,3.0,0,7.0,1.0,0,1,22.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,120,0,0,0,0,1,1,3.0,1.0,7.0,0,4.0,1.0,3.0,4.0,3.0,0
9354,404308.0,1.0,3.0,3.0,0,7.0,1.0,0,1,25.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,60,1,0,0,0,0,0,3.0,1.0,10.0,0,3.0,1.0,3.0,4.0,4.0,0
9359,404400.0,1.0,3.0,3.0,0,7.0,1.0,0,1,23.5,1,0.0,0.0,0,0,0,0,2.0,0,320,0.0,0.0,0,0,0,1.0,1,120,1,0,0,0,0,0,4.0,5.0,9.0,0,4.0,1.0,4.0,3.0,3.0,0
9362,404417.0,1.0,3.0,3.0,0,7.0,1.0,0,1,23.916666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,21,1,0,0,1,0,1,3.0,3.0,7.0,0,2.0,1.0,5.0,4.0,1.0,0
9367,404445.0,1.0,3.0,3.0,0,7.0,1.0,0,1,25.333333333333332,1,0.0,0.0,0,0,0,0,4.0,0,0,0.0,0.0,0,0,0,1.0,1,640,0,0,0,0,0,0,4.0,0.0,7.0,0,1.0,1.0,5.0,3.0,5.0,0
9373,404472.0,1.0,3.0,3.0,0,7.0,1.0,1,1,23.916666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,0,0,0,1,0,1,4.0,0.0,6.0,0,3.0,1.0,2.0,3.0,1.0,0
9375,404481.0,1.0,3.0,3.0,0,7.0,1.0,0,1,22.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,36,0,0,0,0,0,0,4.0,10.0,8.0,0,3.0,1.0,5.0,3.0,3.0,0
9376,404482.0,1.0,3.0,3.0,0,7.0,1.0,0,0,25.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,0,0,0,0,0,0,4.0,3.0,8.0,1,4.0,1.0,5.0,3.0,2.0,1
9377,404489.0,1.0,3.0,3.0,0,7.0,1.0,0,1,21.916666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,100,2,0,0,0,0,0,4.0,7.0,7.0,0,4.0,1.0,3.0,3.0,2.0,0
9383,404598.0,1.0,3.0,3.0,0,7.0,1.0,0,1,22.25,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,800,0,0,0,0,0,1,4.0,1.0,6.0,0,1.0,1.0,5.0,3.0,4.0,0
9384,404642.0,1.0,3.0,3.0,0,7.0,1.0,0,1,21.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,2,1,0,0,0,1,2.0,0.0,8.0,0,1.0,1.0,5.0,3.0,2.0,0
9402,404892.0,1.0,3.0,3.0,0,7.0,1.0,0,1,24.166666666666668,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,150,1,0,0,0,0,0,4.0,1.0,8.0,0,1.0,1.0,4.0,3.0,1.0,0
9404,404929.0,1.0,1.0,3.0,0,3.0,3.0,1,1,23.833333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,30,1,0,0,0,0,0,4.0,5.0,8.0,0,3.0,1.0,6.0,3.0,5.0,0
9407,404934.0,1.0,1.0,3.0,0,3.0,3.0,1,1,26.666666666666668,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,0,90,1,0,0,0,1,1,2.0,0.0,7.0,0,2.0,1.0,5.0,3.0,3.0,0
9412,404964.0,1.0,1.0,3.0,0,3.0,3.0,0,0,25.5,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,10,1,0,0,0,0,0,5.0,2.0,7.0,0,4.0,1.0,3.0,2.0,2.0,0
9413,404978.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,4.0,0.0,6.0,0,3.0,1.0,5.0,5.0,1.0,0
9415,404983.0,1.0,1.0,3.0,0,3.0,3.0,0,0,24.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,2,0,0,0,0,0,0,4.0,10.0,6.0,0,3.0,1.0,5.0,5.0,5.0,0
9416,404984.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,1,1,3.0,3.0,7.0,0,3.0,1.0,3.0,3.0,2.0,0
9418,404999.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,3.0,5.0,5.0,0,3.0,1.0,4.0,3.0,1.0,0
9421,405016.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,24,1,0,0,0,0,0,3.0,2.0,8.0,0,3.0,1.0,5.0,6.0,4.0,0
9423,405026.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,1,0,0,0,0,1,4.0,0.0,7.0,0,3.0,1.0,5.0,5.0,2.0,0
9424,405057.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,32,1,0,0,0,0,0,4.0,0.0,6.0,0,3.0,1.0,3.0,3.0,3.0,0
9425,405060.0,1.0,1.0,3.0,0,3.0,3.0,0,1,23.833333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,60,1,0,0,0,0,0,5.0,5.0,7.0,0,3.0,1.0,5.0,3.0,4.0,0
9426,405065.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,4.0,1.0,5.0,0,4.0,1.0,3.0,1.0,2.0,0
9427,405067.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,4.0,5.0,8.0,0,1.0,1.0,5.0,5.0,3.0,0
9428,405070.0,1.0,1.0,3.0,0,3.0,3.0,0,0,26.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,950,0.0,0.0,0,0,0,1.0,1,50,1,0,0,0,0,0,5.0,15.0,7.0,0,3.0,1.0,5.0,5.0,6.0,0
9429,405073.0,1.0,1.0,3.0,0,3.0,3.0,0,1,23.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,30,2,0,0,0,0,0,2.0,10.0,6.0,0,4.0,1.0,5.0,5.0,5.0,0
9430,405074.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.416666666666668,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,0,180,1,0,0,0,0,0,5.0,1.0,7.0,0,4.0,1.0,5.0,5.0,5.0,0
9431,405076.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,1,3.0,5.0,6.0,0,3.0,1.0,6.0,5.0,4.0,0
9432,405078.0,1.0,1.0,3.0,0,3.0,3.0,0,1,23.916666666666668,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,4.0,4.0,7.0,0,2.0,1.0,3.0,3.0,2.0,0
9433,405086.0,1.0,1.0,3.0,0,3.0,3.0,0,1,24.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,50,1,0,0,0,0,0,3.0,3.0,6.0,0,4.0,1.0,5.0,5.0,5.0,0
9434,405094.0,1.0,3.0,3.0,0,1.0,2.0,1,1,25.25,1,0.0,0.0,0,0,0,0,1.0,1,780,0.0,0.0,0,0,0,1.0,1,300,1,0,0,1,1,1,5.0,4.0,6.0,0,4.0,1.0,5.0,3.0,4.0,0
9440,405117.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.333333333333332,1,0.0,0.0,0,0,0,0,3.0,0,950,0.0,0.0,0,0,0,1.0,1,50,1,0,1,1,1,1,3.0,4.0,6.0,0,4.0,1.0,6.0,5.0,3.0,0
9442,405125.0,1.0,3.0,3.0,0,1.0,2.0,1,1,25.166666666666668,0,10.0,3.0,1,0,0,0,1.0,0,880,0.0,0.0,0,0,0,1.0,1,20,2,0,1,1,1,1,4.0,2.0,7.0,0,1.0,1.0,5.0,3.0,5.0,0
9444,405137.0,1.0,3.0,3.0,0,1.0,2.0,1,1,23.583333333333332,0,50.0,5.0,1,1,1,1,1.0,0,810,0.0,0.0,0,0,188,1.0,1,350,0,0,1,0,1,1,4.0,2.0,7.0,0,3.0,1.0,3.0,1.0,2.0,0
9449,405171.0,2.0,3.0,3.0,0,1.0,2.0,0,1,25.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,560,0.0,0.0,0,0,0,1.0,1,90,0,0,0,0,0,1,4.0,1.0,7.0,0,3.0,1.0,4.0,3.0,4.0,0
9451,405175.0,1.0,1.0,3.0,0,1.0,2.0,0,0,26.166666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,9,1,0,0,0,0,0,3.0,0.0,4.0,0,1.0,1.0,3.0,3.0,4.0,1
9464,405219.0,1.0,3.0,3.0,0,1.0,2.0,0,1,23.583333333333332,0,4.0,0.0,0,1,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,50,3,0,0,0,0,0,3.0,1.0,7.0,0,3.0,1.0,3.0,3.0,3.0,0
9468,405230.0,1.0,3.0,3.0,0,1.0,2.0,0,1,23.75,1,0.0,0.0,0,0,0,0,1.0,0,750,0.0,0.0,0,0,0,1.0,1,80,4,0,0,0,0,1,4.0,5.0,6.0,0,2.0,1.0,1.0,2.0,1.0,0
9470,405238.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.833333333333332,0,3.0,0.0,0,1,1,1,1.0,0,680,0.0,0.0,0,0,0,1.0,1,49,4,1,0,0,0,1,3.0,3.0,9.0,0,2.0,1.0,5.0,3.0,2.0,0
9480,405303.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,800,0,0,0,0,1,1,3.0,1.0,6.0,0,4.0,1.0,2.0,2.0,4.0,1
9484,405321.0,1.0,3.0,3.0,0,1.0,2.0,0,0,24.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,0,0,0,0,0,0,2.0,1.0,8.0,0,1.0,1.0,3.0,3.0,4.0,0
9485,405339.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,960,1,0,0,0,0,1,2.0,8.0,7.0,0,1.0,1.0,6.0,5.0,1.0,0
9491,405354.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.083333333333332,0,0.0,0.0,0,0,0,0,1.0,1,895,0.0,0.0,0,0,206,1.0,1,10,0,0,0,0,0,1,3.0,5.0,8.0,0,3.0,1.0,3.0,1.0,2.0,1
9494,405361.0,3.0,3.0,3.0,0,1.0,2.0,1,1,25.5,1,0.0,0.0,0,0,0,0,1.0,1,850,0.0,0.0,0,0,0,1.0,1,20,1,0,0,0,0,1,4.0,0.0,5.0,0,4.0,1.0,3.0,3.0,4.0,0
9505,405432.0,2.0,3.0,3.0,0,1.0,2.0,0,1,26.416666666666668,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,128,0,0,0,0,0,1,4.0,2.0,7.0,0,3.0,1.0,3.0,4.0,3.0,0
9510,405467.0,1.0,3.0,3.0,0,1.0,2.0,0,0,25.666666666666668,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,240,1.0,0,520,2,0,0,0,0,0,5.0,6.0,7.0,0,3.0,1.0,6.0,4.0,2.0,1
9512,405470.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.833333333333332,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,210,1.0,0,40,0,0,0,0,0,0,3.0,1.0,6.0,0,1.0,1.0,5.0,3.0,3.0,0
9518,405498.0,1.0,3.0,3.0,0,1.0,2.0,0,0,31.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,80,0,0,0,0,0,0,4.0,2.0,4.0,0,3.0,1.0,5.0,3.0,3.0,1
9522,405517.0,1.0,1.0,3.0,0,1.0,2.0,1,1,27.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,985,0.0,0.0,0,0,0,1.0,1,16,0,1,1,1,1,1,2.0,1.0,5.0,0,2.0,1.0,6.0,5.0,5.0,0
9533,405565.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.666666666666668,1,0.0,0.0,0,0,0,0,1.0,1,930,0.0,0.0,0,0,0,1.0,1,20,0,0,1,0,1,1,4.0,40.0,6.0,0,4.0,1.0,5.0,5.0,5.0,0
9538,405600.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,935,0.0,0.0,0,0,0,1.0,1,4,3,0,1,0,1,1,3.0,1.0,7.0,1,3.0,1.0,3.0,4.0,1.0,1
9540,405638.0,2.0,3.0,3.0,0,1.0,2.0,0,0,27.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,850,0.0,0.0,0,0,0,1.0,1,130,3,0,0,0,0,0,4.0,0.0,5.0,1,1.0,1.0,3.0,4.0,3.0,1
9543,405660.0,1.0,1.0,3.0,0,1.0,2.0,0,1,28.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,300,0,0,0,0,0,0,3.0,1.0,7.0,0,1.0,1.0,5.0,3.0,1.0,0
9546,405679.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.916666666666668,0,15.0,4.0,0,1,0,1,1.0,0,740,0.0,0.0,0,0,0,1.0,1,300,3,1,0,0,0,1,1.0,7.0,6.0,0,2.0,1.0,5.0,5.0,4.0,0
9552,405713.0,1.0,3.0,3.0,0,1.0,2.0,0,1,28.583333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,70,0,0,0,0,0,1,4.0,5.0,5.0,0,3.0,1.0,3.0,3.0,4.0,0
9556,405740.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,24,0,0,0,0,0,0,2.0,2.0,5.0,0,4.0,1.0,3.0,3.0,3.0,0
9557,405750.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,64,0,0,1,0,0,1,3.0,0.0,6.0,0,3.0,1.0,3.0,3.0,6.0,0
9564,405795.0,1.0,1.0,3.0,0,1.0,2.0,0,1,25.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,3,1,0,1,1,1,4.0,0.0,8.0,0,4.0,1.0,3.0,4.0,4.0,0
9570,405835.0,1.0,1.0,3.0,0,1.0,2.0,0,0,28.5,1,0.0,0.0,0,0,0,0,2.0,1,830,0.0,0.0,0,0,0,1.0,1,104,0,0,0,0,0,0,4.0,5.0,7.0,0,3.0,1.0,3.0,3.0,4.0,1
9571,405837.0,1.0,1.0,3.0,0,1.0,2.0,0,1,27.083333333333332,1,0.0,0.0,0,0,0,0,1.0,1,855,0.0,0.0,0,0,0,1.0,1,120,0,1,1,0,0,1,4.0,1.0,6.0,0,1.0,1.0,3.0,3.0,2.0,0
9574,405844.0,1.0,1.0,3.0,0,1.0,2.0,1,1,26.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,950,0.0,0.0,843,0,0,1.0,1,1600,0,1,1,0,1,1,2.0,3.0,6.0,0,3.0,1.0,5.0,3.0,1.0,0
